timestamp,open,high,low,close,volume
2024-12-27 11:00:00,96572.5,96999.0,95150.0,95649.0,28613.968999999997
2024-12-27 15:00:00,95649.0,95688.9,93440.0,94529.6,57001.784999999996
2024-12-27 19:00:00,94529.6,94794.0,94149.5,94390.0,16693.485
2024-12-27 23:00:00,94390.0,94600.0,94094.0,94295.6,10907.689
2024-12-28 03:00:00,94295.6,94762.3,94295.6,94424.6,7375.120999999999
2024-12-28 07:00:00,94424.5,94677.2,94256.9,94585.8,8068.083
2024-12-28 11:00:00,94585.8,95346.1,94360.1,94540.5,18818.72
2024-12-28 15:00:00,94540.5,95197.3,94320.0,94796.3,14570.163
2024-12-28 19:00:00,94796.4,95700.0,94789.1,95286.8,9051.762
2024-12-28 23:00:00,95286.7,95382.9,94761.0,95113.8,8726.271
2024-12-29 03:00:00,95113.9,95245.2,94930.0,95150.9,5348.072
2024-12-29 07:00:00,95151.0,95286.4,95012.0,95130.5,6029.146
2024-12-29 11:00:00,95130.4,95195.0,93925.4,94568.4,22244.299
2024-12-29 15:00:00,94568.4,94785.1,93534.6,93612.0,24359.363999999998
2024-12-29 19:00:00,93612.0,93892.5,93000.0,93100.3,23278.549
2024-12-29 23:00:00,93100.3,94240.0,92961.8,93869.6,23747.821
2024-12-30 03:00:00,93869.7,94051.0,93181.8,93865.8,15269.072
2024-12-30 07:00:00,93865.8,94053.5,93277.8,93752.7,13103.005000000001
2024-12-30 11:00:00,93752.6,94249.9,91763.1,91845.2,53712.494
2024-12-30 15:00:00,91845.3,94668.5,91510.0,94570.4,70456.214
2024-12-30 19:00:00,94570.4,95031.6,91850.0,92768.0,48561.026
2024-12-30 23:00:00,92767.9,92875.4,92000.0,92433.6,19299.379
2024-12-31 03:00:00,92433.7,93000.0,92210.4,92781.9,11686.271
2024-12-31 07:00:00,92782.0,94738.4,92726.4,94083.2,34959.217
2024-12-31 11:00:00,94083.2,96254.3,93966.0,95666.0,49149.81199999999
2024-12-31 15:00:00,95665.9,95963.5,93145.1,93865.1,49985.97699999999
2024-12-31 19:00:00,93865.2,94278.3,93343.4,93469.1,15647.113999999998
2024-12-31 23:00:00,93469.1,94449.2,93356.6,94064.4,15070.255000000001
2025-01-01 03:00:00,94064.4,94070.2,93502.0,93734.2,8623.278
2025-01-01 07:00:00,93734.2,93785.4,92796.5,93307.7,16342.162
2025-01-01 11:00:00,93307.8,94430.0,93160.0,94147.2,21443.913
2025-01-01 15:00:00,94147.2,94489.5,93729.2,94321.6,14390.412
2025-01-01 19:00:00,94321.6,95161.2,94129.7,94770.6,15344.810000000001
2025-01-01 23:00:00,94770.5,95523.5,94357.4,95222.7,23313.518999999997
2025-01-02 03:00:00,95222.8,96031.4,94900.0,95569.0,19061.06
2025-01-02 07:00:00,95569.1,96800.0,95493.2,96693.9,24007.955
2025-01-02 11:00:00,96693.9,97440.0,95910.8,97216.3,43226.523
2025-01-02 15:00:00,97216.7,97650.0,96018.7,97288.4,51010.746999999996
2025-01-02 19:00:00,97288.5,97822.4,96642.7,96863.8,21493.335
2025-01-02 23:00:00,96863.8,97325.7,96622.0,96938.0,12440.641
