timestamp,open,high,low,close,volume
2024-12-27 12:00:00,96900.3,96999.0,93982.4,94539.9,46582.933999999994
2024-12-27 16:00:00,94539.9,94979.9,93440.0,94720.3,38793.661
2024-12-27 20:00:00,94720.2,94794.0,94094.0,94258.9,15364.052
2024-12-28 00:00:00,94258.9,94687.6,94100.0,94550.6,9504.565
2024-12-28 04:00:00,94550.6,94762.3,94256.9,94334.7,7504.280999999999
2024-12-28 08:00:00,94334.6,94850.0,94261.7,94711.3,8716.734999999999
2024-12-28 12:00:00,94711.3,95346.1,94320.0,94407.7,20174.431
2024-12-28 16:00:00,94407.8,95197.3,94356.5,94993.8,12257.034000000001
2024-12-28 20:00:00,94993.7,95700.0,94836.0,95259.1,9834.303
2024-12-29 00:00:00,95259.1,95300.0,94761.0,95135.3,8086.523999999999
2024-12-29 04:00:00,95135.3,95250.0,94930.0,95233.2,4847.215
2024-12-29 08:00:00,95233.3,95286.4,94968.4,94986.1,5718.5380000000005
2024-12-29 12:00:00,94986.2,95195.0,93925.4,94468.4,25557.782
2024-12-29 16:00:00,94468.3,94537.7,93333.0,93559.6,26206.811999999998
2024-12-29 20:00:00,93559.5,93892.5,92961.8,93700.0,24631.063
2024-12-30 00:00:00,93699.9,94240.0,93326.0,93681.1,19319.653000000002
2024-12-30 04:00:00,93680.8,94048.9,93181.8,93688.9,16272.993
2024-12-30 08:00:00,93688.9,94053.5,93433.0,93900.1,14170.338000000002
2024-12-30 12:00:00,93900.1,94249.9,91510.0,92081.5,70350.035
2024-12-30 16:00:00,92081.5,94668.5,91758.3,94400.0,56405.037000000004
2024-12-30 20:00:00,94400.1,95031.6,91850.0,92759.3,45825.537
2024-12-31 00:00:00,92759.3,92875.4,92000.0,92481.5,16941.843
2024-12-31 04:00:00,92481.5,93000.0,92315.4,92819.6,11095.687999999998
2024-12-31 08:00:00,92819.5,94738.4,92800.0,94202.5,36509.765
2024-12-31 12:00:00,94202.4,96254.3,94202.4,95389.4,58306.27099999999
2024-12-31 16:00:00,95389.3,95569.6,93145.1,94155.8,41481.272999999994
2024-12-31 20:00:00,94155.8,94218.3,93343.4,93548.9,14313.276
2025-01-01 00:00:00,93548.8,94449.2,93460.2,93810.0,13962.019
2025-01-01 04:00:00,93810.0,93914.7,93502.0,93660.7,7852.482999999999
2025-01-01 08:00:00,93660.7,93735.2,92796.5,93420.1,19004.987999999998
2025-01-01 12:00:00,93420.1,94489.5,93375.0,94409.9,22127.069
2025-01-01 16:00:00,94409.9,94823.2,93729.2,94612.1,14907.698
2025-01-01 20:00:00,94612.1,95161.2,94522.1,94580.9,13382.403
2025-01-02 00:00:00,94580.9,95523.5,94357.4,95000.0,22798.716999999997
2025-01-02 04:00:00,95000.0,96031.4,94971.3,95815.3,20140.274999999998
2025-01-02 08:00:00,95815.4,96870.9,95612.5,96715.4,25249.289
2025-01-02 12:00:00,96715.4,97440.0,95910.8,96428.5,52717.632
2025-01-02 16:00:00,96428.5,97777.0,96018.7,97292.7,44624.753
2025-01-02 20:00:00,97292.7,97822.4,96642.7,96967.5,16114.829
2025-01-03 00:00:00,96967.6,97325.7,96622.0,97019.1,11388.626
2025-01-03 04:00:00,97019.1,97034.9,96236.6,96275.0,14493.689
2025-01-03 08:00:00,96275.1,96788.0,96061.5,96710.5,16109.732000000002
2025-01-03 12:00:00,96710.4,97637.7,96422.5,97479.5,33904.407
2025-01-03 16:00:00,97479.6,98949.0,97353.6,98545.5,36541.023
2025-01-03 20:00:00,98545.6,98705.0,98028.5,98145.7,12783.197
2025-01-04 00:00:00,98145.7,98272.6,97762.1,98149.4,11796.610999999999
2025-01-04 04:00:00,98149.3,98300.0,97830.0,98244.2,7743.119999999999
2025-01-04 08:00:00,98244.2,98300.0,97438.2,97831.8,14626.729
2025-01-04 12:00:00,97831.8,98117.6,97472.0,97623.6,15225.112000000001
2025-01-04 16:00:00,97623.5,98334.6,97535.7,98120.3,9987.064999999999
2025-01-04 20:00:00,98120.4,98760.9,98076.4,98173.2,12535.997000000001
2025-01-05 00:00:00,98173.2,98349.8,98001.1,98160.1,5656.7390000000005
2025-01-05 04:00:00,98160.0,98496.3,98160.0,98225.3,7364.236
2025-01-05 08:00:00,98225.3,98225.4,97533.6,97609.5,13194.206
2025-01-05 12:00:00,97609.5,98248.5,97227.0,97986.6,19204.699
2025-01-05 16:00:00,97987.1,98297.3,97530.0,98050.0,12523.264
2025-01-05 20:00:00,98050.0,98852.6,97986.3,98340.2,17006.145
2025-01-06 00:00:00,98340.2,99278.0,97872.6,99005.0,26621.424000000003
2025-01-06 04:00:00,99005.0,99886.7,99005.0,99280.0,25842.394
2025-01-06 08:00:00,99280.0,99600.0,98662.7,99219.3,21919.386000000002
2025-01-06 12:00:00,99219.2,102443.9,98670.0,102104.5,78806.424
2025-01-06 16:00:00,102104.5,102444.0,101223.0,101771.7,38386.837
2025-01-06 20:00:00,101771.7,102298.8,101551.2,102180.4,15916.864
2025-01-07 00:00:00,102180.5,102762.1,101459.4,101661.3,18124.335000000003
2025-01-07 04:00:00,101661.4,101986.1,101528.8,101649.3,9587.694
2025-01-07 08:00:00,101649.3,101973.1,100435.4,100787.0,27244.305999999997
2025-01-07 12:00:00,100787.0,100914.2,97100.0,97915.3,102572.629
2025-01-07 16:00:00,97915.4,98307.9,96295.9,96433.3,68434.86
2025-01-07 20:00:00,96433.3,97185.8,96153.0,96920.3,32747.485
2025-01-08 00:00:00,96920.2,97242.2,96200.0,96504.1,22590.190000000002
2025-01-08 04:00:00,96504.1,96616.3,95222.0,95628.4,38378.445
2025-01-08 08:00:00,95628.3,96100.0,94480.7,95093.9,33435.244000000006
2025-01-08 12:00:00,95093.8,96064.5,94588.9,95450.0,55769.475000000006
2025-01-08 16:00:00,95449.9,95456.2,92500.0,94217.2,87321.554
2025-01-08 20:00:00,94217.1,95265.8,93509.8,95014.1,24517.204999999998
2025-01-09 00:00:00,95014.0,95358.7,93405.3,93985.0,32781.223000000005
2025-01-09 04:00:00,93985.0,94582.0,93156.0,93176.4,23080.953
2025-01-09 08:00:00,93176.5,93832.8,92700.0,93414.4,35074.143
2025-01-09 12:00:00,93414.3,94547.7,91747.0,94195.2,67736.15
2025-01-09 16:00:00,94195.1,94644.8,91853.0,91858.3,54387.438
2025-01-09 20:00:00,91858.2,92674.9,91055.8,92505.9,44700.995
2025-01-10 00:00:00,92506.0,93682.8,92395.9,93654.9,20708.684
2025-01-10 04:00:00,93655.0,94975.2,93450.8,94457.0,26429.004999999997
2025-01-10 08:00:00,94457.0,95239.9,94344.5,95030.5,24667.579
2025-01-10 12:00:00,95030.5,95078.0,92173.6,93704.0,110225.73000000001
2025-01-10 16:00:00,93704.0,95882.5,93151.5,95275.9,64309.710999999996
2025-01-10 20:00:00,95276.0,95412.3,94531.4,94675.5,15602.245000000003
2025-01-11 00:00:00,94675.6,94700.0,94060.8,94168.3,10624.496
2025-01-11 04:00:00,94168.3,94394.3,93802.1,94210.3,9858.079
2025-01-11 08:00:00,94210.2,94757.9,94000.0,94570.4,11530.321
2025-01-11 12:00:00,94570.4,94613.6,94262.1,94365.8,8787.678
2025-01-11 16:00:00,94365.9,94680.3,93943.0,94206.5,12137.832
